samples,Pseudomonadota,Actinomycetota,Chloroflexota,Bacillota,Cyanobacteriota,Candidatus.Melainabacteria,Candidatus.Margulisbacteria,Deinococcota,Armatimonadota,Mycoplasmatota,Thermomicrobiota,Candidatus.Kaiserbacteria,Candidatus.Nomurabacteria,Candidatus.Yanofskybacteria,Candidatus.Azambacteria,Candidatus.Falkowbacteria,Candidatus.Magasanikbacteria,Candidatus.Nealsonbacteria,Candidatus.Uhrbacteria,Candidatus.Giovannonibacteria,Candidatus.Moranbacteria,Candidatus.Zambryskibacteria,Candidatus.Staskawiczbacteria,Candidatus.Wolfebacteria,Candidatus.Harrisonbacteria,Candidatus.Taylorbacteria,Candidatus.Buchananbacteria,Candidatus.Portnoybacteria,Candidatus.Adlerbacteria,Candidatus.Sungbacteria,Candidatus.Jorgensenbacteria,Candidatus.Liptonbacteria,Candidatus.Tagabacteria,Candidatus.Ryanbacteria,Candidatus.Wildermuthbacteria,Candidatus.Komeilibacteria,Candidatus.Kuenenbacteria,Candidatus.Lloydbacteria,Candidatus.Kerfeldbacteria,Candidatus.Terrybacteria,Candidatus.Yonathbacteria,Candidatus.Niyogibacteria,Candidatus.Campbellbacteria,Candidatus.Colwellbacteria,Candidatus.Vogelbacteria,Candidatus.Spechtbacteria,Candidatus.Andersenbacteria,Candidatus.Parcubacteria,Candidatus.Veblenbacteria,Candidatus.Woesebacteria,Candidatus.Gottesmanbacteria,Candidatus.Roizmanbacteria,Candidatus.Levybacteria,Candidatus.Daviesbacteria,Candidatus.Curtissbacteria,Candidatus.Shapirobacteria,Candidatus.Beckwithbacteria,Candidatus.Amesbacteria,Candidatus.Chisholmbacteria,Candidatus.Collierbacteria,Candidatus.Woykebacteria,Candidatus.Pacebacteria,Candidatus.Blackburnbacteria,Candidatus.Microgenomates,Candidatus.Gracilibacteria,candidate.division.NC10,Candidatus.Rokubacteria,Candidatus.Handelsmanbacteria,Candidatus.Schekmanbacteria,Candidatus.Aminicenantes,Candidatus.Glassbacteria,candidate.division.WWE3,Candidatus.Peregrinibacteria,Candidatus.Doudnabacteria,Candidatus.Berkelbacteria,Candidatus.Gribaldobacteria,Candidatus.Saccharibacteria,Candidatus.Eisenbacteria,Candidatus.Desantisbacteria,Candidatus.Edwardsbacteria,Candidatus.Lindowbacteria,Candidatus.Ratteibacteria,Candidatus.Dadabacteria,Candidatus.Firestonebacteria,Candidatus.Raymondbacteria,Candidatus.Riflebacteria,Candidatus.Wallbacteria,candidate.division.CPR1,Candidatus.Coatesbacteria,Candidatus.Bipolaricaulota,Candidatus.Blackallbacteria,candidate.division.CPR2,Candidatus.Fraserbacteria,Candidatus.Fischerbacteria,candidate.division.WOR.3,Candidatus.Wirthbacteria,Candidatus.Abawacabacteria,Candidatus.Absconditabacteria,candidate.division.CPR3,Candidatus.Delongbacteria,Candidatus.Calescamantes,Planctomycetota,Candidatus.Omnitrophica,Verrucomicrobiota,Lentisphaerota,Chlamydiota,Kiritimatiellota,Thermodesulfobacteriota,Nitrospirota,Campylobacterota,Bacteroidota,Ignavibacteriota,Chlorobiota,Balneolota,Gemmatimonadota,candidate.division.Zixibacteria,Candidatus.Marinimicrobia,Candidatus.Hydrogenedentes,Fibrobacterota,Candidatus.Cloacimonetes,Elusimicrobiota,Acidobacteriota,Myxococcota,Nitrospinota,Candidatus.Tectomicrobia,Spirochaetota,Bdellovibrionota,Synergistota,Caldisericota,Fusobacteriota,Thermotogota,Atribacterota,Chrysiogenota,Aquificota,Calditrichota,Deferribacterota,Dictyoglomota,Coprothermobacterota,Nitrososphaerota,Candidatus.Bathyarchaeota,Thermoproteota,Euryarchaeota,Candidatus.Woesearchaeota,Nanoarchaeota,Candidatus.Micrarchaeota,Candidatus.Diapherotrites,Candidatus.Altiarchaeota,Candidatus.Aenigmarchaeota,Candidatus.Nanohaloarchaeota,Candidatus.Thermoplasmatota,Candidatus.Heimdallarchaeota,Candidatus.Lokiarchaeota,Candidatus.Thorarchaeota
mgm4454695,0.0737553779963122,0.0147510755992624,0.0,0.0473263675476337,0.0086047940995697,0.0006146281499692,0.0,0.0,0.0,0.0018438844499078,0.0,0.0006146281499692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006146281499692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012292562999385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006146281499692,0.0006146281499692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006146281499692,0.0,0.0,0.0006146281499692,0.0,0.0006146281499692,0.0006146281499692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043023970497848,0.0006146281499692,0.0006146281499692,0.0,0.0,0.0,0.0049170251997541,0.0018438844499078,0.002458512599877,0.818070067609097,0.0012292562999385,0.0012292562999385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012292562999385,0.0018438844499078,0.0,0.0,0.0,0.0030731407498463,0.0006146281499692,0.0,0.0,0.0012292562999385,0.0,0.0,0.0,0.0018438844499078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012292562999385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006146281499692,0.0,0.0
mgm4454700,0.792119565217391,0.0665760869565217,0.0013586956521739,0.0529891304347826,0.0054347826086956,0.0,0.0,0.0,0.0,0.0095108695652173,0.0,0.0,0.0,0.0,0.0,0.0013586956521739,0.0013586956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013586956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027173913043478,0.0,0.0013586956521739,0.0,0.0013586956521739,0.0,0.0027173913043478,0.0,0.0095108695652173,0.0366847826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013586956521739,0.0,0.0,0.0040760869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013586956521739,0.0,0.0013586956521739,0.0054347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4460178,0.560294199899323,0.0260361317747078,0.0007550757872364,0.0389563174674199,0.0085015940488841,0.0002237261591811,5.59315397952906e-05,0.0003355892387717,8.38973096929358e-05,0.0019576038928351,0.0,8.38973096929358e-05,0.0005033838581576,0.0001398288494882,2.79657698976453e-05,0.0001398288494882,0.000307623468874,5.59315397952906e-05,0.0003355892387717,0.0,0.0001118630795905,8.38973096929358e-05,8.38973096929358e-05,8.38973096929358e-05,2.79657698976453e-05,0.0001398288494882,2.79657698976453e-05,0.0001118630795905,0.0,2.79657698976453e-05,0.0,0.0,0.0,2.79657698976453e-05,0.0,0.0,2.79657698976453e-05,0.0,8.38973096929358e-05,0.0,0.0,2.79657698976453e-05,2.79657698976453e-05,0.0,0.0,0.0,2.79657698976453e-05,0.0,0.0,0.0002516919290788,0.0001398288494882,0.000307623468874,0.0001398288494882,0.0001398288494882,8.38973096929358e-05,0.0,0.0002516919290788,8.38973096929358e-05,0.0,0.0001957603892835,8.38973096929358e-05,0.0001118630795905,0.0,2.79657698976453e-05,2.79657698976453e-05,0.0,0.0001957603892835,0.0,0.0001118630795905,2.79657698976453e-05,0.0,0.0001957603892835,0.0003635550086693,5.59315397952906e-05,0.0001118630795905,0.0,0.0001957603892835,0.0,5.59315397952906e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79657698976453e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59315397952906e-05,2.79657698976453e-05,0.0,0.0031880977683315,0.0004474523183623,0.0022931931316069,0.0009228704066222,0.0003635550086693,0.0001398288494882,0.001649980423961,0.0007550757872364,0.0058168801387102,0.307819229263382,0.0012304938754963,8.38973096929358e-05,0.0,0.0002516919290788,0.0001398288494882,0.0010906650260081,2.79657698976453e-05,0.0001677946193858,2.79657698976453e-05,0.000307623468874,0.0008110073270317,0.000783041557134,0.0009228704066222,0.0,0.0016220146540634,0.0006432127076458,0.0001398288494882,5.59315397952906e-05,0.0009788019464175,0.0004194865484646,0.0001118630795905,2.79657698976453e-05,0.0004474523183623,5.59315397952906e-05,0.0001677946193858,5.59315397952906e-05,0.0,0.0194082443089658,0.0,0.0002237261591811,0.0026567481402763,0.0001398288494882,2.79657698976453e-05,0.0,8.38973096929358e-05,5.59315397952906e-05,0.0,0.0,0.0003635550086693,2.79657698976453e-05,5.59315397952906e-05,0.0
mgm4460179,0.554895512888512,0.0277571514444327,0.0008839857147908,0.0409108588805205,0.0254587885859765,0.0002121565715498,0.0,0.0001414377143665,0.0001767971429581,0.0022276440012729,7.07188571832679e-05,0.0001060782857749,0.000282875428733,7.07188571832679e-05,0.0,0.0001060782857749,0.0004950320002828,0.0003535942859163,0.0003535942859163,7.07188571832679e-05,0.0001767971429581,3.5359428591634e-05,0.0001767971429581,7.07188571832679e-05,3.5359428591634e-05,3.5359428591634e-05,0.0001414377143665,7.07188571832679e-05,0.0,3.5359428591634e-05,0.0,0.0,7.07188571832679e-05,3.5359428591634e-05,0.0001767971429581,3.5359428591634e-05,0.0,3.5359428591634e-05,3.5359428591634e-05,0.0,7.07188571832679e-05,0.0,0.0001060782857749,0.0,0.0,0.0,0.0,0.0,0.0,0.000282875428733,0.0001414377143665,0.0004596725716912,0.0002475160001414,0.0001060782857749,7.07188571832679e-05,3.5359428591634e-05,0.0001767971429581,7.07188571832679e-05,0.0,7.07188571832679e-05,7.07188571832679e-05,0.0001414377143665,0.0,0.0,0.0,3.5359428591634e-05,7.07188571832679e-05,0.0001060782857749,0.0003182348573247,0.0001414377143665,0.0,0.0001767971429581,0.0003535942859163,0.0,7.07188571832679e-05,0.0,0.0001767971429581,0.0,3.5359428591634e-05,0.0,3.5359428591634e-05,7.07188571832679e-05,7.07188571832679e-05,3.5359428591634e-05,0.0,0.0,0.0,0.0,0.0,3.5359428591634e-05,3.5359428591634e-05,3.5359428591634e-05,0.0,0.0001060782857749,0.0,0.0,0.0,3.5359428591634e-05,0.0,0.0,0.0,0.0060111028605777,0.0008132668576075,0.0026873165729641,0.0002475160001414,0.0004596725716912,7.07188571832679e-05,0.0026165977157809,0.0005303914288745,0.0067890102895937,0.189597256108341,0.0014143771436653,0.000282875428733,3.5359428591634e-05,0.0001414377143665,3.5359428591634e-05,0.0057282274318447,0.0,0.0,7.07188571832679e-05,0.0004950320002828,0.001060782857749,0.0008132668576075,0.0019801280011315,0.0,0.0021569251440896,0.0010961422863406,0.0001414377143665,7.07188571832679e-05,0.0014497365722569,0.0003535942859163,0.0001767971429581,0.0,0.000282875428733,0.0002121565715498,0.0003889537145079,7.07188571832679e-05,3.5359428591634e-05,0.107916976061667,0.0,0.0003889537145079,0.0030055514302888,0.0001060782857749,0.0,0.0,0.0001414377143665,7.07188571832679e-05,0.0,0.0,0.0001767971429581,3.5359428591634e-05,0.0001060782857749,0.0
mgm4460180,0.587580983936337,0.0396414519421353,0.000621246634914,0.0389314557879478,0.0069520456764192,0.0001183326923645,8.87495192734373e-05,0.0005029139425494,0.0002366653847291,0.0029287341360234,0.0,0.0001183326923645,0.0003549980770937,2.95831730911458e-05,5.91663461822915e-05,0.0002662485578203,0.0002958317309114,0.000207082211638,0.0001479158654557,8.87495192734373e-05,0.000207082211638,0.0001479158654557,5.91663461822915e-05,0.0001479158654557,2.95831730911458e-05,0.0,8.87495192734373e-05,5.91663461822915e-05,0.0,0.0,5.91663461822915e-05,2.95831730911458e-05,0.0,2.95831730911458e-05,8.87495192734373e-05,2.95831730911458e-05,0.0,5.91663461822915e-05,5.91663461822915e-05,0.0001183326923645,0.0,0.0,0.0,0.0,2.95831730911458e-05,2.95831730911458e-05,2.95831730911458e-05,0.0,2.95831730911458e-05,0.000207082211638,8.87495192734373e-05,0.0002366653847291,0.000207082211638,0.0003254149040026,0.0001183326923645,5.91663461822915e-05,5.91663461822915e-05,2.95831730911458e-05,0.0,0.0,8.87495192734373e-05,8.87495192734373e-05,0.0,2.95831730911458e-05,0.0,0.0,0.0001774990385468,8.87495192734373e-05,0.0001479158654557,2.95831730911458e-05,0.0,5.91663461822915e-05,0.0001479158654557,0.0001774990385468,0.0001774990385468,2.95831730911458e-05,0.0002958317309114,0.0,2.95831730911458e-05,8.87495192734373e-05,0.0,0.0,5.91663461822915e-05,0.0,5.91663461822915e-05,0.0,0.0,0.0,2.95831730911458e-05,0.0,2.95831730911458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080466230807916,0.0005029139425494,0.0018045735585598,0.000414164423276,0.000414164423276,2.95831730911458e-05,0.0021891548087447,0.0005029139425494,0.0068041298109635,0.192763955861906,0.0009466615389166,0.000207082211638,2.95831730911458e-05,0.0002366653847291,2.95831730911458e-05,0.0026033192320208,0.0,2.95831730911458e-05,2.95831730911458e-05,0.0004733307694583,0.0031358163476614,0.0013904091352838,0.0023074875011093,8.87495192734373e-05,0.0020116557701979,0.0009762447120078,0.0001183326923645,2.95831730911458e-05,0.0011833269236458,0.0004437475963671,0.000207082211638,0.0,0.0002958317309114,0.0001183326923645,0.000414164423276,2.95831730911458e-05,0.0,0.0818566399432003,0.0,0.0002662485578203,0.0027808182705677,0.0001183326923645,0.0,0.0,5.91663461822915e-05,2.95831730911458e-05,2.95831730911458e-05,0.0,0.0003254149040026,2.95831730911458e-05,2.95831730911458e-05,0.0
mgm4460182,0.617901796245745,0.0292184814477808,0.0006403127422235,0.0400700973949382,0.0083240656489064,6.74013412866916e-05,6.74013412866916e-05,0.00020220402386,3.37006706433458e-05,0.002931958345971,3.37006706433458e-05,0.00020220402386,0.0005392107302935,0.0001685033532167,3.37006706433458e-05,0.0001348026825733,0.0003707073770768,0.00020220402386,0.0002359046945034,0.00010110201193,0.00010110201193,0.0002696053651467,6.74013412866916e-05,0.0001685033532167,3.37006706433458e-05,0.0002359046945034,0.0001348026825733,0.00010110201193,0.0,3.37006706433458e-05,0.00010110201193,0.0,0.0,0.0,0.0,3.37006706433458e-05,0.00010110201193,3.37006706433458e-05,0.00010110201193,3.37006706433458e-05,0.0,0.0,0.00010110201193,0.0,0.0,6.74013412866916e-05,3.37006706433458e-05,3.37006706433458e-05,0.0,0.0004381087183634,0.00010110201193,0.0003370067064334,0.00020220402386,0.0001348026825733,6.74013412866916e-05,6.74013412866916e-05,0.00010110201193,3.37006706433458e-05,0.0,0.00010110201193,0.0,0.00010110201193,6.74013412866916e-05,0.0,3.37006706433458e-05,0.00010110201193,0.00010110201193,3.37006706433458e-05,0.0001685033532167,0.0,0.0,0.0003033060357901,0.0004044080477201,3.37006706433458e-05,0.0001685033532167,3.37006706433458e-05,0.0002359046945034,0.00010110201193,6.74013412866916e-05,0.0,0.0,0.0,0.0,3.37006706433458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37006706433458e-05,0.00010110201193,3.37006706433458e-05,0.0,0.0,0.0080207596131163,0.0007414147541536,0.0014491288376638,0.0002359046945034,0.0006740134128669,0.0,0.0021905435918174,0.0006740134128669,0.0121659421022478,0.181174805378627,0.0015839315202372,0.00020220402386,3.37006706433458e-05,0.0003707073770768,3.37006706433458e-05,0.0032015637111178,3.37006706433458e-05,0.0,0.0,0.0006066120715802,0.0011795234725171,0.0013817274963771,0.0018872375560273,3.37006706433458e-05,0.001853536885384,0.0008425167660836,0.00010110201193,3.37006706433458e-05,0.0013480268257338,0.0004044080477201,0.0001348026825733,0.0,0.0003033060357901,6.74013412866916e-05,0.00020220402386,0.0,0.0,0.0669632325683281,3.37006706433458e-05,0.0002359046945034,0.0021568429211741,6.74013412866916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002359046945034,6.74013412866916e-05,6.74013412866916e-05,0.0
mgm4460188,0.569103638241708,0.0222081946516699,0.0005394238494204,0.0377941007689659,0.0080224951222311,0.0001606794445082,3.44313095374727e-05,0.0002410191667623,8.03397222541031e-05,0.0026626879375645,0.0,0.0001377252381498,0.0002754504762997,9.18168254332606e-05,2.29542063583152e-05,0.0001951107540456,0.0005394238494204,9.18168254332606e-05,0.0001951107540456,0.0001606794445082,0.0002065878572248,5.73855158957879e-05,4.59084127166303e-05,4.59084127166303e-05,6.88626190749455e-05,3.44313095374727e-05,0.0001147710317915,5.73855158957879e-05,2.29542063583152e-05,1.14771031791576e-05,3.44313095374727e-05,3.44313095374727e-05,0.0,3.44313095374727e-05,0.0,1.14771031791576e-05,1.14771031791576e-05,2.29542063583152e-05,3.44313095374727e-05,0.0,2.29542063583152e-05,1.14771031791576e-05,0.0,0.0,1.14771031791576e-05,0.0,2.29542063583152e-05,0.0,0.0,0.000149202341329,0.0001377252381498,0.000298404682658,0.0001032939286124,0.0001377252381498,6.88626190749455e-05,5.73855158957879e-05,3.44313095374727e-05,4.59084127166303e-05,1.14771031791576e-05,3.44313095374727e-05,0.0,5.73855158957879e-05,1.14771031791576e-05,1.14771031791576e-05,1.14771031791576e-05,0.0,6.88626190749455e-05,2.29542063583152e-05,0.0001032939286124,1.14771031791576e-05,0.0,0.0002180649604039,0.0002295420635831,4.59084127166303e-05,3.44313095374727e-05,2.29542063583152e-05,0.0002065878572248,2.29542063583152e-05,2.29542063583152e-05,0.0,1.14771031791576e-05,0.0,3.44313095374727e-05,1.14771031791576e-05,1.14771031791576e-05,1.14771031791576e-05,0.0,0.0,0.0,0.0,3.44313095374727e-05,1.14771031791576e-05,2.29542063583152e-05,3.44313095374727e-05,1.14771031791576e-05,0.0,1.14771031791576e-05,2.29542063583152e-05,1.14771031791576e-05,1.14771031791576e-05,0.0,0.0021347411913233,0.000367267301733,0.0015953173419029,0.0004935154367037,0.0005738551589578,3.44313095374727e-05,0.0018133823023069,0.0004476070239871,0.0059566165499827,0.316653276712958,0.0012510042465281,0.000149202341329,3.44313095374727e-05,0.0001262481349707,6.88626190749455e-05,0.0007919201193618,0.0,2.29542063583152e-05,4.59084127166303e-05,0.0003902215080913,0.0006197635716745,0.0005968093653161,0.0004935154367037,1.14771031791576e-05,0.0018707678182026,0.0010903248020199,5.73855158957879e-05,5.73855158957879e-05,0.0011018019051991,0.000516469643062,6.88626190749455e-05,1.14771031791576e-05,0.0002295420635831,9.18168254332606e-05,0.0003213588890164,5.73855158957879e-05,1.14771031791576e-05,0.0108114311947664,5.73855158957879e-05,0.0003902215080913,0.0021462182945024,0.0001147710317915,1.14771031791576e-05,1.14771031791576e-05,2.29542063583152e-05,6.88626190749455e-05,0.0,0.0,0.0002180649604039,5.73855158957879e-05,2.29542063583152e-05,0.0
mgm4460189,0.525051164679967,0.217453795559999,0.0026871221234513,0.0247465200206221,0.0066553140964551,7.81140152166102e-05,1.5622803043322e-05,0.0009373681825993,0.0002499648486931,0.0011092190160758,4.68684091299661e-05,0.0002030964395631,0.0002812104547797,6.24912121732881e-05,0.0,0.0001406052273898,0.0002968332578231,7.81140152166102e-05,0.0002187192426065,9.37368182599322e-05,7.81140152166102e-05,0.0001093596213032,0.0001249824243465,7.81140152166102e-05,6.24912121732881e-05,9.37368182599322e-05,1.5622803043322e-05,6.24912121732881e-05,1.5622803043322e-05,6.24912121732881e-05,1.5622803043322e-05,1.5622803043322e-05,0.0,1.5622803043322e-05,3.12456060866441e-05,3.12456060866441e-05,0.0,0.0001093596213032,1.5622803043322e-05,0.0,6.24912121732881e-05,1.5622803043322e-05,3.12456060866441e-05,1.5622803043322e-05,4.68684091299661e-05,0.0,4.68684091299661e-05,0.0,0.0,0.0001562280304332,6.24912121732881e-05,0.0002655876517364,9.37368182599322e-05,7.81140152166102e-05,0.0001406052273898,6.24912121732881e-05,4.68684091299661e-05,1.5622803043322e-05,0.0,1.5622803043322e-05,4.68684091299661e-05,3.12456060866441e-05,0.0,1.5622803043322e-05,0.0,0.0001093596213032,0.0003280788639097,0.0001093596213032,4.68684091299661e-05,6.24912121732881e-05,0.0,0.0001718508334765,0.0002187192426065,4.68684091299661e-05,7.81140152166102e-05,3.12456060866441e-05,0.0001562280304332,7.81140152166102e-05,1.5622803043322e-05,1.5622803043322e-05,1.5622803043322e-05,0.0,1.5622803043322e-05,3.12456060866441e-05,0.0,0.0,4.68684091299661e-05,0.0,4.68684091299661e-05,3.12456060866441e-05,0.0,0.0,1.5622803043322e-05,3.12456060866441e-05,0.0,0.0,0.0,4.68684091299661e-05,0.0,0.0,0.0,0.008639410082957,0.000921745379556,0.0063428580355887,0.0004530612882563,0.000437438485213,6.24912121732881e-05,0.0025621396991048,0.0037963411395272,0.0038588323517005,0.0927682044712462,0.0006405349247762,0.0002812104547797,4.68684091299661e-05,0.0010623506069459,4.68684091299661e-05,0.0016091487134621,1.5622803043322e-05,0.0,1.5622803043322e-05,0.0005780437126029,0.0051399022012529,0.0019372275773719,0.0018903591682419,1.5622803043322e-05,0.0016091487134621,0.0007342717430361,6.24912121732881e-05,1.5622803043322e-05,0.0006249121217328,0.0003124560608664,9.37368182599322e-05,1.5622803043322e-05,0.0001406052273898,3.12456060866441e-05,0.0001249824243465,1.5622803043322e-05,0.0,0.0771141558218376,0.0,0.0002343420456498,0.0012185786373791,3.12456060866441e-05,1.5622803043322e-05,3.12456060866441e-05,1.5622803043322e-05,0.0,0.0,0.0,1.5622803043322e-05,3.12456060866441e-05,3.12456060866441e-05,1.5622803043322e-05
mgm4533700,0.481865284974093,0.0929763960852044,0.0005757052389176,0.0224525043177893,0.0143926309729419,0.0002878526194588,0.0,0.0002878526194588,0.0005757052389176,0.0023028209556707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002878526194588,0.0,0.0,0.0002878526194588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002878526194588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002878526194588,0.0002878526194588,0.0,0.0002878526194588,0.0,0.0002878526194588,0.0,0.0002878526194588,0.0002878526194588,0.0,0.0002878526194588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006908462867012,0.0008635578583765,0.0089234312032239,0.0,0.0002878526194588,0.0,0.0028785261945883,0.0008635578583765,0.0043177892918825,0.345135290731146,0.0,0.0002878526194588,0.0002878526194588,0.0011514104778353,0.0,0.0,0.0,0.0,0.0,0.0,0.0014392630972941,0.0005757052389176,0.0,0.0,0.0005757052389176,0.0005757052389176,0.0002878526194588,0.0,0.0005757052389176,0.0002878526194588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031663788140472,0.0,0.0002878526194588,0.001727115716753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mgm4533701,0.496529631607047,0.0878270154831821,0.0010678056593699,0.0197544046983449,0.0200213561131874,0.0002669514148424,0.0,0.0008008542445274,0.0005339028296849,0.0021356113187399,0.0,0.0,0.0002669514148424,0.0,0.0,0.0,0.0005339028296849,0.0002669514148424,0.0002669514148424,0.0002669514148424,0.0002669514148424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002669514148424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002669514148424,0.0,0.0,0.0,0.0005339028296849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005339028296849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002669514148424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056059797116924,0.0005339028296849,0.0056059797116924,0.0002669514148424,0.0002669514148424,0.0,0.0048051254671649,0.0005339028296849,0.0040042712226374,0.332621462893753,0.0005339028296849,0.0,0.0,0.0005339028296849,0.0,0.0005339028296849,0.0,0.0,0.0,0.0005339028296849,0.0018686599038974,0.0005339028296849,0.0002669514148424,0.0002669514148424,0.0008008542445274,0.0005339028296849,0.0005339028296849,0.0,0.0005339028296849,0.0005339028296849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024025627335824,0.0,0.0,0.0026695141484249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
