#OTU ID	mgm4712785	mgm4712786	mgm4712787	mgm4712788
Pseudomonadota	0.327329292746569	0.600715137867159	0.334594310172011	0.435226219132218
Actinomycetota	0.394615828419566	0.275093387573097	0.469087220064341	0.425911441508927
Chloroflexota	0.0020048811710085	0.0014793373882771	0.0020318416697928	0.0018647150898295
Bacillota	0.0109011300469437	0.0111742107807117	0.0109212288933895	0.0133488457729468
Cyanobacteriota	0.198004416779713	0.0105645722332273	0.109975428333866	0.0397841925116934
Candidatus.Melainabacteria	2.26964495834231e-05	2.17927620090691e-05	2.18176831282817e-05	4.10211880266042e-05
Candidatus.Margulisbacteria	8.18422159699644e-06	1.01699556042323e-05	6.55329676380624e-06	1.55816915759969e-05
Deinococcota	0.0015676581162081	0.001198378394991	0.0014137538994113	0.0011075720767183
Armatimonadota	0.0002832415659908	0.0002014992302684	0.000271242551419	0.0002133737764794
Mycoplasmatota	0.0003121816485452	0.0003856760086835	0.0003836875336955	0.0006333374637182
Thermomicrobiota	0.0001186290264471	6.26960999337835e-05	9.90187157360479e-05	6.98526173372924e-05
Candidatus.Kaiserbacteria	0.0001145791023579	9.03002651452711e-05	0.0001091683338946	0.0001216855913554
Candidatus.Nomurabacteria	5.89770195494898e-05	7.73363656937223e-05	7.83198881528063e-05	7.76964620762297e-05
Candidatus.Yanofskybacteria	3.77149180810042e-05	3.58742389995446e-05	3.82808432910145e-05	4.83350432561538e-05
Candidatus.Azambacteria	1.82246584015591e-05	1.83282716383966e-05	2.00594815575045e-05	1.72776580060374e-05
Candidatus.Falkowbacteria	6.53050259389201e-05	7.07426582140552e-05	6.73710874620568e-05	8.20423760532084e-05
Candidatus.Magasanikbacteria	0.0001079136022944	0.0001255039576214	0.0001223548456754	0.0001584668633069
Candidatus.Nealsonbacteria	2.16839685611143e-05	2.40279170869224e-05	2.26168656604532e-05	3.46613139139524e-05
Candidatus.Uhrbacteria	0.0001351662164782	0.0001603723768359	0.000163432827829	0.0001804084289955
Candidatus.Giovannonibacteria	2.10089812129084e-05	1.69871785916847e-05	1.84611164931615e-05	1.9185620239833e-05
Candidatus.Moranbacteria	7.34048741173908e-05	6.67193790739194e-05	7.32051199469087e-05	8.72362732452074e-05
Candidatus.Zambryskibacteria	2.4974531883618e-05	2.68218609342389e-05	3.18873830336425e-05	3.90072278909311e-05
Candidatus.Staskawiczbacteria	2.14308483055371e-05	1.92223336695379e-05	2.3575884699059e-05	2.18355677867712e-05
Candidatus.Wolfebacteria	1.82246584015591e-05	2.89452582581995e-05	2.07787458364588e-05	3.69932677552581e-05
Candidatus.Harrisonbacteria	2.37933040242577e-05	1.92223336695379e-05	2.06988275832417e-05	2.54394964506073e-05
Candidatus.Taylorbacteria	5.07084245339676e-05	9.2982451238695e-05	8.95883618564243e-05	0.0001710806136303
Candidatus.Buchananbacteria	6.77518550761664e-05	6.80604721206313e-05	4.91497257285468e-05	4.63210831204807e-05
Candidatus.Portnoybacteria	2.60713863244526e-05	3.12921710899454e-05	3.70820694927572e-05	3.63572803439929e-05
Candidatus.Adlerbacteria	2.14308483055371e-05	2.77159229653802e-05	2.34959664458419e-05	3.56152950308502e-05
Candidatus.Sungbacteria	4.80928485596698e-05	3.88916983546465e-05	5.91395073806904e-05	5.14089824106022e-05
Candidatus.Jorgensenbacteria	2.40464242798349e-05	1.53108122832947e-05	1.50246316048241e-05	1.85496328285678e-05
Candidatus.Liptonbacteria	2.10933546314341e-05	1.6204874314436e-05	2.0858664089676e-05	2.16235719830162e-05
Candidatus.Tagabacteria	3.29056332250372e-06	3.68800587845785e-06	6.15370549772049e-06	4.87590348636639e-06
Candidatus.Ryanbacteria	1.07154241527685e-05	1.5869601052758e-05	1.75820157077728e-05	1.80196433191801e-05
Candidatus.Wildermuthbacteria	1.01248102230884e-05	1.07287443736956e-05	1.03893729182294e-05	1.43097167534666e-05
Candidatus.Komeilibacteria	2.26120761648974e-05	1.20698374204075e-05	1.4465203832304e-05	2.57574901562398e-05
Candidatus.Kuenenbacteria	7.67798108584202e-06	5.9231609563111e-06	9.51027213284076e-06	1.17657671084059e-05
Candidatus.Lloydbacteria	3.94867598700447e-05	1.721069409947e-05	2.5174249763402e-05	2.93614188200759e-05
Candidatus.Kerfeldbacteria	2.20214622352172e-05	2.40279170869224e-05	2.90902441710423e-05	3.56152950308502e-05
Candidatus.Terrybacteria	8.85920894520233e-06	7.82304277248636e-06	1.11885554504009e-05	1.15537713046508e-05
Candidatus.Yonathbacteria	1.68746837051473e-05	6.92898074134506e-06	1.41455308194354e-05	1.52636978703644e-05
Candidatus.Niyogibacteria	5.06240511154419e-06	3.24097486288721e-06	3.99591266085746e-06	4.76990558448886e-06
Candidatus.Campbellbacteria	1.29935064529634e-05	1.01699556042323e-05	1.14283102100523e-05	1.40977209497115e-05
Candidatus.Colwellbacteria	8.01547475994497e-06	6.70546523355974e-06	8.87092610710357e-06	1.12357775990182e-05
Candidatus.Vogelbacteria	1.89840191682907e-05	7.93480052637902e-06	1.56639776305613e-05	1.78076475154251e-05
Candidatus.Spechtbacteria	1.00404368045626e-05	6.03491871020376e-06	8.87092610710357e-06	4.98190138824392e-06
Candidatus.Brennerbacteria	5.90613929680156e-07	4.47031015570649e-07	1.59836506434298e-07	7.41985313142712e-07
Candidatus.Andersenbacteria	9.7029431304597e-06	1.07287443736956e-05	1.63033236562984e-05	2.03515971604858e-05
Candidatus.Jacksonbacteria	1.8562152075662e-06	1.89988181617526e-06	1.91803807721158e-06	4.13391817322368e-06
Candidatus.Parcubacteria	1.34997469641178e-06	2.34691283174591e-06	2.15779283686303e-06	3.39193286008097e-06
Candidatus.Veblenbacteria	1.68746837051473e-07	1.11757753892662e-07	0.0	1.0599790187753e-07
Candidatus.Woesebacteria	5.65301904122435e-05	6.48194972577441e-05	6.04181994321648e-05	0.0001039839417418
Candidatus.Gottesmanbacteria	5.42521081120486e-05	6.04609448559303e-05	5.65022050245245e-05	7.20785732767206e-05
Candidatus.Roizmanbacteria	9.94762604418433e-05	7.86774587404342e-05	0.0001036539744226	0.0001094958326394
Candidatus.Levybacteria	3.38337408288203e-05	3.4756661460618e-05	3.45246853898085e-05	3.82652425777884e-05
Candidatus.Daviesbacteria	3.00369369951622e-05	4.09033379247144e-05	3.1567710020774e-05	4.7381062139256e-05
Candidatus.Curtissbacteria	2.48901584650923e-05	1.6204874314436e-05	2.22971926475846e-05	2.86194335069332e-05
Candidatus.Shapirobacteria	1.5693455845787e-05	1.76577251150406e-05	1.96598902914187e-05	2.10935824736285e-05
Candidatus.Beckwithbacteria	1.81402849830333e-05	3.08451400743748e-05	3.10082822482539e-05	2.66054733712601e-05
Candidatus.Amesbacteria	1.45966014049524e-05	1.22933529281928e-05	1.74221792013385e-05	1.69596643004048e-05
Candidatus.Chisholmbacteria	1.67059368680958e-05	5.36437218684779e-06	6.55329676380624e-06	8.79782585583501e-06
Candidatus.Collierbacteria	1.42591077308495e-05	1.36344459749048e-05	1.30266752743953e-05	1.2401754519671e-05
Candidatus.Woykebacteria	1.52715887531583e-05	1.41932347443681e-05	1.51045498580412e-05	1.46277104590992e-05
Candidatus.Pacebacteria	2.86025888802247e-05	2.5480767887527e-05	3.06086909821682e-05	3.03153999369736e-05
Candidatus.Blackburnbacteria	7.93110134141923e-06	6.48194972577441e-06	7.67215230884633e-06	5.29989509387651e-06
Candidatus.Microgenomates	2.10933546314341e-06	1.22933529281928e-06	1.03893729182294e-06	1.48397062628542e-06
Candidatus.Gracilibacteria	1.58622026828385e-05	2.42514325947077e-05	1.72623426949042e-05	3.32833411895445e-05
candidate.division.NC10	0.0001282475961591	7.24190245224451e-05	0.0001160413036713	8.89322396752479e-05
Candidatus.Rokubacteria	0.0007342174880109	0.0004763115470905	0.0006910531355686	0.0004805944871127
Candidatus.Handelsmanbacteria	7.53454627434827e-05	5.36437218684779e-05	8.7270732513127e-05	5.96768187570495e-05
Candidatus.Schekmanbacteria	2.0165247027651e-05	2.30220973018884e-05	2.33361299394076e-05	2.41675216280769e-05
Candidatus.Aminicenantes	0.0002491547049065	0.0001785888907204	0.0002478265032263	0.0001798784394861
Candidatus.Glassbacteria	3.65336902216439e-05	2.80511962270582e-05	3.12480370079054e-05	2.95734146238309e-05
candidate.division.WWE3	4.98646903487103e-05	5.52083304229752e-05	5.28259653765357e-05	9.10521977127985e-05
Candidatus.Peregrinibacteria	0.0001788716472745	0.0001544492158796	0.0001858099387298	0.0001930221793189
Candidatus.Doudnabacteria	3.67024370586954e-05	3.98975181396804e-05	4.23566742050891e-05	5.00310096861943e-05
Candidatus.Berkelbacteria	2.91088293913791e-05	2.91687737659849e-05	3.62029687073686e-05	4.25051586528896e-05
Candidatus.Gribaldobacteria	1.94058862609194e-06	3.68800587845785e-06	2.95697536903452e-06	2.4379517431832e-06
Candidatus.Saccharibacteria	5.91457663865413e-05	3.59859967534372e-05	4.70718511449009e-05	6.22207684021102e-05
Candidatus.Eisenbacteria	0.0001310319189704	9.81233079177575e-05	0.0001269101861088	9.32781536522266e-05
Candidatus.Desantisbacteria	1.45966014049524e-05	2.42514325947077e-05	2.42951489780134e-05	2.85134356050556e-05
Candidatus.Edwardsbacteria	1.77184178904047e-05	1.45285080060461e-05	1.59836506434298e-05	2.1199580375506e-05
Candidatus.Lindowbacteria	3.5858702873438e-05	2.77159229653802e-05	3.82808432910145e-05	3.76292551665232e-05
Candidatus.Ratteibacteria	2.27808230019489e-06	1.00581978503396e-06	3.27664838190312e-06	3.60392866383603e-06
Candidatus.Dadabacteria	8.26859501552218e-06	5.25261443295513e-06	9.67010863927506e-06	8.58583005207995e-06
Candidatus.Firestonebacteria	1.13904115009744e-05	6.03491871020376e-06	7.59223405562918e-06	8.79782585583501e-06
Candidatus.Raymondbacteria	1.89840191682907e-05	9.49940908087629e-06	2.30963751797561e-05	1.759565171167e-05
Candidatus.Riflebacteria	1.64528166125186e-05	1.16228064048369e-05	1.49447133516069e-05	1.32497377346913e-05
Candidatus.Wallbacteria	7.59360766731629e-06	8.82886255752032e-06	7.11272453632628e-06	5.29989509387651e-06
candidate.division.CPR1	4.55616460038977e-06	1.45285080060461e-06	2.79713886260022e-06	2.64994754693826e-06
Candidatus.Coatesbacteria	2.27808230019489e-05	1.45285080060461e-05	2.09385823428931e-05	1.42037188515891e-05
Candidatus.Bipolaricaulota	1.76340444718789e-05	1.00581978503396e-05	1.53443046176927e-05	1.27197482253036e-05
Candidatus.Blackallbacteria	1.44278545679009e-05	7.82304277248636e-06	1.13483919568352e-05	1.30377419309362e-05
candidate.division.CPR2	3.29056332250372e-06	4.80558341738448e-06	2.47746584973163e-06	2.64994754693826e-06
Candidatus.Fraserbacteria	1.93215128423937e-05	7.04073849523772e-06	1.05492094246637e-05	7.41985313142712e-06
Candidatus.Fischerbacteria	7.59360766731629e-06	5.9231609563111e-06	5.0348499526804e-06	5.93588250514169e-06
Candidatus.Sumerlaeota	9.61856971193396e-06	7.04073849523772e-06	9.67010863927506e-06	8.58583005207995e-06
candidate.division.WOR.3	1.088417098982e-05	7.15249624913038e-06	1.46250403387383e-05	1.61116810853846e-05
Candidatus.Wirthbacteria	1.40059874752723e-05	4.35855240181383e-06	3.43648488833742e-06	1.72776580060374e-05
Candidatus.Abawacabacteria	3.03744306692651e-06	3.35273261677987e-06	2.79713886260022e-06	3.60392866383603e-06
Candidatus.Absconditabacteria	6.32800638943024e-06	6.70546523355974e-06	4.55534043337751e-06	9.85780487461031e-06
candidate.division.CPR3	2.36245571872062e-06	4.58206790959915e-06	4.63525868659466e-06	1.90796223379554e-06
Candidatus.Delongbacteria	2.7843228113493e-06	3.12921710899454e-06	1.59836506434298e-06	2.96794125257085e-06
Candidatus.Calescamantes	2.10933546314341e-06	7.82304277248636e-07	1.11885554504009e-06	1.48397062628542e-06
Planctomycetota	0.0117477329284309	0.0074325611803854	0.0125833687237998	0.0092579627478853
Candidatus.Omnitrophica	0.0004314856623406	0.0003248797905659	0.0004283618372439	0.0003866803460492
Verrucomicrobiota	0.004311144192991	0.0040475305727305	0.0060610802422418	0.007468400170487
Lentisphaerota	0.0002662825088672	0.0002455317853021	0.0003093635582035	0.0002964761315514
Chlamydiota	0.0001274882353923	0.000117569157095	0.0001078097235899	0.0001135237529108
Kiritimatiellota	7.35736209544422e-05	4.85028651894154e-05	6.54530493848452e-05	6.04188040701922e-05
Thermodesulfobacteriota	0.002883461578117	0.0022157092286759	0.0026543249441011	0.0023966125614509
Nitrospirota	0.0016159197116049	0.0005945512507089	0.0012742965475474	0.0005078359478952
Campylobacterota	0.0005982919107659	0.0006642880891379	0.000667637087376	0.0010372954677735
Bacteroidota	0.0186179229053075	0.0626035645135604	0.0227587205599137	0.040521089925546
Ignavibacteriota	0.0002350643440127	0.0002076459067325	0.0002837097989208	0.0002941441777101
Chlorobiota	0.0002697418190267	0.000182165138845	0.0002374371303081	0.0001953541331602
Balneolota	1.54403355902098e-05	1.40814769904754e-05	1.59037323902127e-05	1.87616286323229e-05
Gemmatimonadota	0.0036572501994165	0.0033224462654749	0.0030722174901736	0.0020763928998789
candidate.division.Zixibacteria	4.20179624258168e-05	2.59277989030976e-05	3.76414972652773e-05	3.22233621707692e-05
Candidatus.Marinimicrobia	2.73369876023386e-05	2.63748299186683e-05	2.95697536903452e-05	3.56152950308502e-05
Candidatus.Hydrogenedentes	6.07488613385303e-06	4.58206790959915e-06	5.11476820589755e-06	3.92192236946862e-06
Fibrobacterota	2.39620508613092e-05	1.17345641587295e-05	1.74221792013385e-05	1.5793687379752e-05
Candidatus.Cloacimonetes	6.66550006353318e-06	5.47612994074045e-06	7.35247929597773e-06	1.17657671084059e-05
Elusimicrobiota	0.0007910007986787	0.0005811403202418	0.000755946757181	0.0006439372539059
Acidobacteriota	0.0046502409620459	0.0059101970568595	0.0064157574500195	0.0035299421283255
Myxococcota	0.0060823109946832	0.0035855240181382	0.0050899935474002	0.0044840292431251
Nitrospinota	5.09615447895449e-05	4.2356188725319e-05	5.11476820589755e-05	5.05609991955819e-05
Candidatus.Tectomicrobia	6.53893993574458e-05	4.61559523576695e-05	7.68813595948976e-05	5.68148754063562e-05
Spirochaetota	0.0006503503099963	0.0006101973362539	0.0006833010650066	0.000710503936285
Bdellovibrionota	0.0003752929656024	0.0002854293034418	0.0003760952996399	0.0003930402201618
Synergistota	0.0001667218750068	0.0001141046667244	0.0001530434549108	0.0001244415368042
Caldisericota	5.90613929680156e-06	3.91152138624318e-06	6.23362375093764e-06	1.13417755008957e-05
Fusobacteriota	0.000119725880888	0.0001632780784371	0.0001611151984857	0.0002574689036605
Thermotogota	8.07453615291298e-05	7.42071485847277e-05	8.31949015990524e-05	0.0001167036899671
Atribacterota	2.75057344393901e-05	2.5816041149205e-05	3.04488544757339e-05	3.32833411895445e-05
Chrysiogenota	2.55651458132982e-05	1.49755390216167e-05	2.26168656604532e-05	1.9397616043588e-05
Aquificota	4.42960447260117e-05	4.14621266941777e-05	4.33156932436949e-05	4.29291502603997e-05
Calditrichota	1.82246584015591e-05	1.49755390216167e-05	1.56639776305613e-05	2.23655572961589e-05
Deferribacterota	3.73774244069013e-05	2.77159229653802e-05	4.27562654711748e-05	5.05609991955819e-05
Dictyoglomota	9.28107603783102e-06	4.1350368940285e-06	4.55534043337751e-06	8.26783634644736e-06
Coprothermobacterota	2.69994939282357e-06	3.35273261677987e-06	3.19673012868597e-06	2.96794125257085e-06
Nitrososphaerota	0.000106732374435	8.19184336033214e-05	9.17461546932873e-05	9.76240676292053e-05
Candidatus.Bathyarchaeota	1.09685444083457e-05	7.26425400302305e-06	1.03094546650123e-05	8.79782585583501e-06
Thermoproteota	8.7410861592663e-05	7.5101210615869e-05	7.61620953159432e-05	9.32781536522266e-05
Candidatus.Korarchaeota	4.21867092628683e-07	5.58788769463311e-07	9.59019038605791e-07	1.58996852816295e-06
Euryarchaeota	0.002748970348987	0.0020915463641011	0.0025864743471198	0.0023932206285908
Candidatus.Woesearchaeota	1.49340950790554e-05	1.6875420837792e-05	2.25369474072361e-05	2.49095069412196e-05
Nanoarchaeota	1.77184178904047e-06	3.57624812456519e-06	1.83811982399443e-06	2.64994754693826e-06
Candidatus.Micrarchaeota	9.44982287488249e-06	1.25168684359782e-05	1.45451220855212e-05	1.33557356365688e-05
Candidatus.Diapherotrites	3.4593101595552e-06	4.69382566349181e-06	3.35656663512027e-06	6.04188040701922e-06
Candidatus.Altiarchaeota	1.60309495198899e-06	1.22933529281928e-06	1.19877379825724e-06	4.23991607510121e-06
Candidatus.Aenigmarchaeota	2.5312025557721e-07	4.47031015570649e-07	7.99182532171492e-07	1.27197482253036e-06
Candidatus.Huberarchaea	0.0	0.0	0.0	2.1199580375506e-07
Candidatus.Nanohaloarchaeota	3.37493674102946e-07	2.23515507785325e-07	6.39346025737194e-07	1.0599790187753e-06
Candidatus.Thermoplasmatota	8.43734185257365e-06	1.49755390216167e-05	1.26270840083096e-05	1.26137503234261e-05
Candidatus.Heimdallarchaeota	8.7748355266766e-06	1.35226882210121e-05	8.07174357493207e-06	1.65356726928947e-05
Candidatus.Lokiarchaeota	2.7843228113493e-06	5.47612994074045e-06	3.67623964798887e-06	3.4979307619585e-06
Candidatus.Odinarchaeota	1.68746837051473e-07	6.70546523355974e-07	4.79509519302895e-07	1.37797272440789e-06
Candidatus.Thorarchaeota	5.06240511154419e-07	4.47031015570649e-07	3.99591266085746e-07	4.23991607510121e-07
